houseValue;income;houseAge;rooms;bedrooms;population;households;latitude;longitude;id.y;STATE;COUNTY;NAME;LSAD;LSAD_TRANS;suminc;roomhead;bedroomhead;hhsize
69100;2.5074;16;2843;564;892;386;41.35;-120.51;9663;6;49;Modoc;6;County;967.8564;3.187219731;0.632286996;2.310880829
47500;2.0227;20;1367;284;429;181;41.82;-120.48;9664;6;49;Modoc;6;County;366.1087;3.186480186;0.662004662;2.370165746
56100;2.0903;34;1355;262;434;178;41.79;-120.08;9665;6;49;Modoc;6;County;372.0734;3.122119816;0.603686636;2.438202247
52600;2.6062;33;2820;515;976;403;41.4;-120.12;9666;6;49;Modoc;6;County;1050.2986;2.889344262;0.527663934;2.421836228
47900;2.0802;22;9047;1831;4276;1622;41.61;-120.55;9667;6;49;Modoc;6;County;3374.0844;2.115762395;0.428203929;2.636251541
95700;2.35;14;1250;272;721;234;38.51;-119.54;9668;6;51;Mono;6;County;549.9;1.73370319;0.377253814;3.081196581
97800;1.5817;20;1963;434;682;273;38.53;-119.44;9669;6;51;Mono;6;County;431.8041;2.87829912;0.636363636;2.498168498
114800;2.9509;19;3325;660;750;286;38.26;-119.3;9670;6;51;Mono;6;County;843.9574;4.433333333;0.88;2.622377622
82500;3.5469;15;991;277;419;170;38.03;-118.98;9671;6;51;Mono;6;County;602.973;2.365155131;0.661097852;2.464705882
160700;3.5294;12;1736;352;330;123;37.8;-119.07;9672;6;51;Mono;6;County;434.1162;5.260606061;1.066666667;2.682926829
130000;2.7656;17;1631;335;285;128;37.78;-119.08;9673;6;51;Mono;6;County;353.9968;5.722807018;1.175438596;2.2265625
107800;2.35;15;2199;453;899;347;37.7;-118.45;9674;6;51;Mono;6;County;815.45;2.446051168;0.503893215;2.590778098
159300;3.7315;20;3301;779;1085;448;37.58;-118.74;9675;6;51;Mono;6;County;1671.712;3.042396313;0.71797235;2.421875
242700;4.2381;11;3934;697;901;345;37.64;-118.96;9676;6;51;Mono;6;County;1462.1445;4.366259711;0.773584906;2.611594203
221400;3.2431;14;5919;1278;265;112;37.64;-119.02;9677;6;51;Mono;6;County;363.2272;22.33584906;4.822641509;2.366071429
169800;4.5375;18;1795;416;483;208;37.65;-118.98;9678;6;51;Mono;6;County;943.8;3.716356108;0.861283644;2.322115385
195500;5.01;20;2474;625;338;141;37.65;-118.99;9679;6;51;Mono;6;County;706.41;7.319526627;1.849112426;2.397163121
188900;3.05;17;3769;908;1160;453;37.64;-118.98;9680;6;51;Mono;6;County;1381.65;3.249137931;0.782758621;2.560706402
162500;3.0685;13;1907;544;575;234;37.64;-118.97;9681;6;51;Mono;6;County;718.029;3.316521739;0.946086957;2.457264957
87500;3.0921;14;2284;622;342;137;37.64;-118.97;9682;6;51;Mono;6;County;423.6177;6.678362573;1.81871345;2.496350365
137500;3.6042;14;1847;439;238;98;37.64;-118.97;9683;6;51;Mono;6;County;353.2116;7.760504202;1.844537815;2.428571429
231800;3.2917;10;7744;1573;483;224;37.63;-118.99;9684;6;51;Mono;6;County;737.3408;16.03312629;3.256728778;2.15625
159900;4.1742;17;4203;816;2900;827;36.72;-121.64;9685;6;53;Monterey;6;County;3452.0634;1.449310345;0.28137931;3.506650544
152900;3.9818;19;5015;1013;3251;940;36.71;-121.63;9686;6;53;Monterey;6;County;3742.892;1.542602276;0.311596432;3.458510638
177800;4.3451;24;4195;706;2200;647;36.71;-121.62;9687;6;53;Monterey;6;County;2811.2797;1.906818182;0.320909091;3.400309119
165400;5.0374;30;1337;253;838;247;36.74;-121.62;9688;6;53;Monterey;6;County;1244.2378;1.595465394;0.301909308;3.392712551
142500;4.1675;32;4089;735;2927;713;36.7;-121.64;9689;6;53;Monterey;6;County;2971.4275;1.396993509;0.251110352;4.105189341
148100;3.0827;29;4964;1056;2773;1036;36.7;-121.65;9690;6;53;Monterey;6;County;3193.6772;1.790119005;0.380815002;2.676640927
157500;3.2929;27;4131;886;2002;815;36.71;-121.66;9691;6;53;Monterey;6;County;2683.7135;2.063436563;0.442557443;2.456441718
158100;3.4222;33;3252;630;2010;641;36.7;-121.66;9692;6;53;Monterey;6;County;2193.6302;1.617910448;0.313432836;3.135725429
160300;2.7367;21;7884;2011;4907;1919;36.69;-121.65;9693;6;53;Monterey;6;County;5251.7273;1.606684329;0.409822702;2.557060969
156100;2.3463;16;6568;1603;6012;1565;36.68;-121.64;9694;6;53;Monterey;6;County;3671.9595;1.092481703;0.2666334;3.841533546
108500;2.1766;24;2591;739;3243;702;36.68;-121.63;9695;6;53;Monterey;6;County;1527.9732;0.798951588;0.227875424;4.61965812
127600;2.8542;37;3149;833;3456;788;36.68;-121.61;9696;6;53;Monterey;6;County;2249.1096;0.911168981;0.241030093;4.385786802
130500;2.4884;43;2534;592;2448;603;36.68;-121.62;9697;6;53;Monterey;6;County;1500.5052;1.035130719;0.241830065;4.059701493
118500;2.0244;19;9899;2617;11272;2528;36.69;-121.61;9698;6;53;Monterey;6;County;5117.6832;0.878193754;0.232168204;4.458860759
119200;2.5224;39;3260;821;3130;793;36.67;-121.61;9699;6;53;Monterey;6;County;2000.2632;1.041533546;0.262300319;3.94703657
129000;2.8942;45;1827;408;1507;410;36.67;-121.62;9700;6;53;Monterey;6;County;1186.622;1.212342402;0.270736563;3.675609756
135200;2.5329;31;2697;690;2220;665;36.67;-121.62;9701;6;53;Monterey;6;County;1684.3785;1.214864865;0.310810811;3.338345865
130400;2.5263;34;2486;560;2443;557;36.67;-121.63;9702;6;53;Monterey;6;County;1407.1491;1.01760131;0.229226361;4.385996409
137500;3.0197;28;256;66;214;60;36.67;-121.64;9703;6;53;Monterey;6;County;181.182;1.196261682;0.308411215;3.566666667
112500;1.6071;44;309;121;315;80;36.65;-121.63;9704;6;53;Monterey;6;County;128.568;0.980952381;0.384126984;3.9375
248100;5.2285;24;3174;506;1466;535;36.66;-121.64;9705;6;53;Monterey;6;County;2797.2475;2.165075034;0.345156889;2.740186916
214200;3.2355;30;3745;767;1762;748;36.66;-121.65;9706;6;53;Monterey;6;County;2420.154;2.125425653;0.435300795;2.355614973
221000;3.5288;42;4261;840;2013;801;36.66;-121.65;9707;6;53;Monterey;6;County;2826.5688;2.116741182;0.41728763;2.513108614
169600;2.8924;52;2351;459;1169;439;36.67;-121.65;9708;6;53;Monterey;6;County;1269.7636;2.011120616;0.392643285;2.662870159
123200;1.9385;28;1926;556;1717;535;36.67;-121.65;9709;6;53;Monterey;6;County;1037.0975;1.121723937;0.323820617;3.209345794
147500;0.9914;10;913;265;508;251;36.68;-121.66;9710;6;53;Monterey;6;County;248.8414;1.797244094;0.521653543;2.023904382
192300;3.1439;40;2878;592;1444;564;36.67;-121.66;9711;6;53;Monterey;6;County;1773.1596;1.993074792;0.409972299;2.560283688
193100;3.1071;40;2497;520;1275;508;36.67;-121.66;9712;6;53;Monterey;6;County;1578.4068;1.958431373;0.407843137;2.50984252
189700;3.6875;19;9371;1980;4259;1882;36.66;-121.67;9713;6;53;Monterey;6;County;6939.875;2.200281756;0.464897863;2.263018066
222500;3.9219;24;3071;544;1477;560;36.67;-121.67;9714;6;53;Monterey;6;County;2196.264;2.079214624;0.36831415;2.6375
202300;5;26;5745;1017;2780;996;36.67;-121.68;9715;6;53;Monterey;6;County;4980;2.066546763;0.365827338;2.791164659
168300;2.8289;38;5561;1292;3523;1253;36.68;-121.67;9716;6;53;Monterey;6;County;3544.6117;1.578484246;0.366732898;2.811652035
168900;3.7912;6;10613;2485;7249;2375;36.69;-121.66;9717;6;53;Monterey;6;County;9004.1;1.464064009;0.342805904;3.052210526
150000;2.7321;28;1049;235;705;208;36.85;-121.79;9718;6;53;Monterey;6;County;568.2768;1.487943262;0.333333333;3.389423077
293800;3.3472;37;424;65;266;64;36.87;-121.77;9719;6;53;Monterey;6;County;214.2208;1.593984962;0.244360902;4.15625
136900;2.5195;23;2392;721;3074;718;36.9;-121.73;9720;6;53;Monterey;6;County;1809.001;0.778139232;0.23454782;4.281337047
253800;4.6125;16;1680;285;1103;275;36.9;-121.71;9721;6;53;Monterey;6;County;1268.4375;1.523118767;0.258386219;4.010909091
322900;5.2729;13;833;130;405;127;36.9;-121.68;9722;6;53;Monterey;6;County;669.6583;2.056790123;0.320987654;3.188976378
253500;5.5148;15;2608;458;1531;457;36.89;-121.66;9723;6;53;Monterey;6;County;2520.2636;1.70346179;0.299150882;3.350109409
211000;3.6693;28;1445;268;1017;284;36.83;-121.76;9724;6;53;Monterey;6;County;1042.0812;1.420845624;0.263520157;3.580985915
175700;4.4271;28;827;178;703;144;36.86;-121.73;9725;6;53;Monterey;6;County;637.5024;1.176386913;0.253200569;4.881944444
177000;3.7766;19;2528;554;2332;492;36.88;-121.71;9726;6;53;Monterey;6;County;1858.0872;1.084048027;0.237564322;4.739837398
206300;3.6607;22;1304;278;887;227;36.85;-121.73;9727;6;53;Monterey;6;County;830.9789;1.470124014;0.313416009;3.907488987
231900;4.9107;19;2511;465;1551;450;36.84;-121.7;9728;6;53;Monterey;6;County;2209.815;1.618955513;0.299806576;3.446666667
245100;4.5787;20;2606;424;1361;426;36.85;-121.65;9729;6;53;Monterey;6;County;1950.5262;1.914768553;0.311535636;3.194835681
185300;3.338;19;2164;410;1309;426;36.8;-121.69;9730;6;53;Monterey;6;County;1421.988;1.653170359;0.313216196;3.072769953
245300;4.3814;16;3841;620;1799;611;36.79;-121.74;9731;6;53;Monterey;6;County;2677.0354;2.135075042;0.344635909;2.944353519
229900;3.2969;18;1984;379;1078;359;36.81;-121.72;9732;6;53;Monterey;6;County;1183.5871;1.840445269;0.351576994;3.002785515
221000;4.5272;18;2837;522;1454;458;36.81;-121.69;9733;6;53;Monterey;6;County;2073.4576;1.951169188;0.359009629;3.174672489
238700;5.0092;17;3921;654;1895;641;36.82;-121.66;9734;6;53;Monterey;6;County;3210.8972;2.069129288;0.345118734;2.956318253
222500;4.1696;18;1819;283;919;295;36.82;-121.64;9735;6;53;Monterey;6;County;1230.032;1.979325354;0.307943417;3.115254237
155700;3.8424;21;1141;257;671;195;36.75;-121.76;9736;6;53;Monterey;6;County;749.268;1.700447094;0.383010432;3.441025641
227200;3.0347;21;2294;478;1306;430;36.77;-121.7;9737;6;53;Monterey;6;County;1304.921;1.756508423;0.366003063;3.037209302
121000;2.3384;27;1608;503;2031;498;36.77;-121.76;9738;6;53;Monterey;6;County;1164.5232;0.791728213;0.247661251;4.078313253
135300;3.2937;25;1851;418;1678;390;36.77;-121.75;9739;6;53;Monterey;6;County;1284.543;1.103098927;0.249106079;4.302564103
132400;2.7694;32;1740;399;1563;389;36.76;-121.75;9740;6;53;Monterey;6;County;1077.2966;1.113243762;0.255278311;4.017994859
175000;4.1696;30;2628;444;1372;432;36.74;-121.64;9741;6;53;Monterey;6;County;1801.2672;1.915451895;0.32361516;3.175925926
255200;4.5812;18;5915;1000;2975;975;36.8;-121.64;9742;6;53;Monterey;6;County;4466.67;1.988235294;0.336134454;3.051282051
286500;5.2203;18;1575;230;751;219;36.81;-121.6;9743;6;53;Monterey;6;County;1143.2457;2.097203728;0.306258322;3.429223744
227500;4.7969;15;2191;358;1150;330;36.77;-121.65;9744;6;53;Monterey;6;County;1582.977;1.905217391;0.311304348;3.484848485
152800;3.2652;12;19234;4492;12153;4372;36.72;-121.68;9745;6;53;Monterey;6;County;14275.4544;1.582654489;0.36962067;2.779734675
252600;3.3456;37;641;129;458;142;36.67;-121.7;9746;6;53;Monterey;6;County;475.0752;1.399563319;0.281659389;3.225352113
165500;3.6286;52;1437;298;836;257;36.63;-121.62;9747;6;53;Monterey;6;County;932.5502;1.718899522;0.35645933;3.252918288
201700;3.525;12;6758;1241;3918;1100;36.7;-121.54;9748;6;53;Monterey;6;County;3877.5;1.724859622;0.316743236;3.561818182
135700;2.5986;11;4712;1098;5982;1105;36.69;-121.62;9749;6;53;Monterey;6;County;2871.453;0.787696423;0.183550652;5.413574661
72900;2.2667;12;512;144;767;149;36.69;-121.62;9750;6;53;Monterey;6;County;337.7383;0.667535854;0.187744459;5.147651007
244900;6.0332;19;1907;323;681;270;36.62;-121.69;9751;6;53;Monterey;6;County;1628.964;2.800293686;0.474302496;2.522222222
283100;5.0162;19;3562;530;1607;505;36.6;-121.7;9752;6;53;Monterey;6;County;2533.181;2.216552582;0.329807094;3.182178218
291800;6.1551;11;5892;837;2327;812;36.58;-121.67;9753;6;53;Monterey;6;County;4997.9412;2.532015471;0.359690589;2.865763547
270000;5.1788;34;737;140;362;138;36.55;-121.59;9754;6;53;Monterey;6;County;714.6744;2.035911602;0.386740331;2.623188406
336600;7.6245;21;3905;583;1528;586;36.55;-121.7;9755;6;53;Monterey;6;County;4467.957;2.555628272;0.381544503;2.607508532
390100;8.0922;15;4037;586;1596;557;36.52;-121.69;9756;6;53;Monterey;6;County;4507.3554;2.529448622;0.36716792;2.86535009
129800;2.3879;14;1835;468;1867;461;36.5;-121.43;9757;6;53;Monterey;6;County;1100.8219;0.982860204;0.250669523;4.04989154
114700;3.2219;31;1636;380;1468;339;36.51;-121.44;9758;6;53;Monterey;6;County;1092.2241;1.114441417;0.258855586;4.330383481
112500;1.775;29;1045;311;1245;273;36.51;-121.45;9759;6;53;Monterey;6;County;484.575;0.83935743;0.249799197;4.56043956
134100;2.8775;13;2685;621;2474;573;36.57;-121.42;9760;6;53;Monterey;6;County;1648.8075;1.085286985;0.251010509;4.317626527
210700;1.9722;28;1006;228;738;193;36.49;-121.48;9761;6;53;Monterey;6;County;380.6346;1.363143631;0.308943089;3.823834197
274600;4.4209;33;2952;565;1264;517;36.49;-121.74;9762;6;53;Monterey;6;County;2285.6053;2.335443038;0.446993671;2.444874275
377000;5.6383;27;3184;520;1121;493;36.5;-121.73;9763;6;53;Monterey;6;County;2779.6819;2.840321142;0.463871543;2.273833671
279100;4.25;28;1973;343;970;349;36.47;-121.74;9764;6;53;Monterey;6;County;1483.25;2.034020619;0.353608247;2.779369628
288400;3.5039;19;2150;479;1052;428;36.48;-121.7;9765;6;53;Monterey;6;County;1499.6692;2.043726236;0.455323194;2.457943925
230600;4.7891;20;1335;290;717;243;36.43;-121.62;9766;6;53;Monterey;6;County;1163.7513;1.861924686;0.40446304;2.950617284
405800;6.1668;9;1580;287;465;208;36.37;-121.66;9767;6;53;Monterey;6;County;1282.6944;3.397849462;0.617204301;2.235576923
102700;2.6629;21;2740;615;2630;564;36.42;-121.31;9768;6;53;Monterey;6;County;1501.8756;1.041825095;0.233840304;4.663120567
76600;3.0437;20;1054;269;1219;273;36.42;-121.32;9769;6;53;Monterey;6;County;830.9301;0.86464315;0.220672683;4.465201465
114300;2.7153;22;2927;637;2546;618;36.43;-121.32;9770;6;53;Monterey;6;County;1678.0554;1.149646504;0.250196386;4.1197411
109100;2.625;40;622;194;902;196;36.43;-121.33;9771;6;53;Monterey;6;County;514.5;0.689578714;0.215077605;4.602040816
190600;3.3289;39;2288;529;1449;410;36.38;-121.4;9772;6;53;Monterey;6;County;1364.849;1.579020014;0.365079365;3.534146341
92400;3.0543;23;2095;536;1858;457;36.33;-121.23;9773;6;53;Monterey;6;County;1395.8151;1.127556512;0.288482239;4.065645514
100500;2.9184;12;4776;1082;4601;1066;36.32;-121.25;9774;6;53;Monterey;6;County;3111.0144;1.03803521;0.235166268;4.316135084
206300;2.3;30;146;41;164;40;36.32;-121.26;9775;6;53;Monterey;6;County;92;0.890243902;0.25;4.1
125500;3.1222;13;1642;418;1534;388;36.33;-121.24;9776;6;53;Monterey;6;County;1211.4136;1.070404172;0.272490222;3.953608247
164600;2.6648;33;1691;308;792;262;36.34;-121.24;9777;6;53;Monterey;6;County;698.1776;2.13510101;0.388888889;3.022900763
76200;2.1107;16;1720;473;1427;291;36.21;-121.12;9778;6;53;Monterey;6;County;614.2137;1.205325858;0.331464611;4.903780069
137900;3.1929;27;1476;352;1156;358;36.21;-121.13;9779;6;53;Monterey;6;County;1143.0582;1.276816609;0.30449827;3.229050279
95800;1.7548;30;1484;414;1200;351;36.21;-121.13;9780;6;53;Monterey;6;County;615.9348;1.236666667;0.345;3.418803419
113700;3.4821;34;2504;550;1810;547;36.21;-121.13;9781;6;53;Monterey;6;County;1904.7087;1.383425414;0.303867403;3.308957952
163200;2.9559;16;1868;443;1323;436;36.2;-121.13;9782;6;53;Monterey;6;County;1288.7724;1.411942555;0.334845049;3.03440367
100000;2.6801;12;2198;507;1971;502;36.24;-121.02;9783;6;53;Monterey;6;County;1345.4102;1.115169964;0.257229833;3.926294821
135000;3.9647;12;3738;710;2337;664;36.14;-121.2;9784;6;53;Monterey;6;County;2632.5608;1.599486521;0.303808301;3.519578313
146900;3.0526;28;1057;249;288;130;36.16;-121.39;9785;6;53;Monterey;6;County;396.838;3.670138889;0.864583333;2.215384615
200000;3.5547;31;372;68;479;67;35.95;-121.32;9786;6;53;Monterey;6;County;238.1649;0.776617954;0.141962422;7.149253731
114600;3.3724;16;3077;628;1479;536;35.94;-121;9787;6;53;Monterey;6;County;1807.6064;2.08045977;0.424611224;2.759328358
87500;2.4881;29;1916;386;1019;314;36.06;-120.79;9788;6;53;Monterey;6;County;781.2634;1.880274779;0.378802748;3.24522293
250000;5.3245;39;768;162;264;118;35.91;-120.51;9789;6;53;Monterey;6;County;628.291;2.909090909;0.613636364;2.237288136
210000;3.7083;14;1078;261;382;171;36.42;-121.91;9790;6;53;Monterey;6;County;634.1193;2.821989529;0.683246073;2.233918129
362500;2.6094;20;958;245;590;189;36.25;-121.84;9791;NA;NA;NA;NA;NA;493.1766;1.623728814;0.415254237;3.121693122
450000;3.2375;25;726;274;411;214;36.14;-121.62;9792;6;53;Monterey;6;County;692.825;1.766423358;0.666666667;1.920560748
387500;5.1506;20;10053;1768;3083;1621;36.55;-121.87;9793;6;53;Monterey;6;County;8349.1226;3.26078495;0.573467402;1.9019124
378800;5.5469;22;1746;363;886;364;36.54;-121.82;9794;6;53;Monterey;6;County;2019.0716;1.970654628;0.409706546;2.434065934
426000;10.1854;18;2321;358;803;341;36.53;-121.77;9795;6;53;Monterey;6;County;3473.2214;2.890410959;0.445828144;2.35483871
357400;6.5234;18;3165;533;1312;434;36.52;-121.84;9796;6;53;Monterey;6;County;2831.1556;2.412347561;0.40625;3.023041475
500001;5.8142;28;2830;458;898;370;36.49;-121.88;9797;6;53;Monterey;6;County;2151.254;3.151447661;0.510022272;2.427027027
394400;4.174;42;3944;738;1374;598;36.57;-121.92;9798;6;53;Monterey;6;County;2496.052;2.870451237;0.537117904;2.297658863
398800;5.7248;39;5468;834;1782;712;36.55;-121.91;9799;6;53;Monterey;6;County;4076.0576;3.068462402;0.468013468;2.502808989
468000;3.9792;33;5323;887;1670;740;36.54;-121.92;9800;6;53;Monterey;6;County;2944.608;3.18742515;0.531137725;2.256756757
369100;5.5164;40;2124;449;643;341;36.56;-121.92;9801;6;53;Monterey;6;County;1881.0924;3.303265941;0.698289269;1.885630499
487100;3.4048;30;2722;584;628;384;36.55;-121.94;9802;NA;NA;NA;NA;NA;1307.4432;4.334394904;0.929936306;1.635416667
364000;2.7039;39;2144;538;749;419;36.56;-121.92;9803;6;53;Monterey;6;County;1132.9341;2.862483311;0.718291055;1.787589499
465800;3.7852;37;2190;419;490;300;36.55;-121.92;9804;6;53;Monterey;6;County;1135.56;4.469387755;0.855102041;1.633333333
452800;3.6;44;3494;635;693;415;36.55;-121.92;9805;6;53;Monterey;6;County;1494;5.041847042;0.916305916;1.669879518
500001;3.275;52;2616;483;582;313;36.55;-121.92;9806;6;53;Monterey;6;County;1025.075;4.494845361;0.829896907;1.85942492
407800;6.3835;31;1736;250;497;170;36.61;-121.95;9807;NA;NA;NA;NA;NA;1085.195;3.492957746;0.503018109;2.923529412
386500;5.0621;25;2201;353;622;295;36.59;-121.93;9808;6;53;Monterey;6;County;1493.3195;3.538585209;0.567524116;2.108474576
469900;7.1198;32;3152;504;793;426;36.6;-121.95;9809;6;53;Monterey;6;County;3033.0348;3.974779319;0.63556116;1.861502347
417100;5.8505;22;3553;530;1108;441;36.59;-121.95;9810;6;53;Monterey;6;County;2580.0705;3.2066787;0.47833935;2.512471655
500000;6.777;23;4911;693;1480;606;36.58;-121.94;9811;6;53;Monterey;6;County;4106.862;3.318243243;0.468243243;2.442244224
500001;14.4113;28;3153;409;569;271;36.57;-121.94;9812;6;53;Monterey;6;County;3905.4623;5.541300527;0.718804921;2.099630996
225700;4.0154;33;3455;683;1704;663;36.6;-121.93;9813;6;53;Monterey;6;County;2662.2102;2.02758216;0.400821596;2.570135747
253800;3.1543;29;3735;808;1873;757;36.61;-121.92;9814;6;53;Monterey;6;County;2387.8051;1.994127069;0.431393486;2.474240423
278000;3.725;34;2351;440;1063;428;36.62;-121.93;9815;6;53;Monterey;6;County;1594.3;2.211665099;0.41392286;2.48364486
268000;3.1359;27;3044;661;1229;618;36.61;-121.92;9816;6;53;Monterey;6;County;1937.9862;2.476810415;0.537835639;1.988673139
253800;4.0313;39;869;173;406;165;36.62;-121.93;9817;6;53;Monterey;6;County;665.1645;2.140394089;0.426108374;2.460606061
236500;4.3281;52;974;190;403;181;36.62;-121.92;9818;6;53;Monterey;6;County;783.3861;2.416873449;0.47146402;2.226519337
241700;3.7614;52;1001;191;425;184;36.62;-121.92;9819;6;53;Monterey;6;County;692.0976;2.355294118;0.449411765;2.309782609
249300;3.0379;47;1811;401;948;375;36.62;-121.92;9820;6;53;Monterey;6;County;1139.2125;1.910337553;0.422995781;2.528
240100;3.2865;52;1431;300;657;293;36.62;-121.91;9821;6;53;Monterey;6;County;962.9445;2.178082192;0.456621005;2.242320819
234600;2.6713;52;867;199;391;187;36.62;-121.92;9822;6;53;Monterey;6;County;499.5331;2.217391304;0.508951407;2.090909091
235400;2.5625;52;1410;303;578;285;36.62;-121.92;9823;6;53;Monterey;6;County;730.3125;2.439446367;0.524221453;2.028070175
254500;3.4327;52;728;161;313;142;36.62;-121.92;9824;6;53;Monterey;6;County;487.4434;2.325878594;0.514376997;2.204225352
258300;2.475;40;1292;271;504;230;36.62;-121.91;9825;6;53;Monterey;6;County;569.25;2.563492063;0.537698413;2.191304348
247900;3.3333;30;724;167;325;155;36.62;-121.91;9826;6;53;Monterey;6;County;516.6615;2.227692308;0.513846154;2.096774194
240200;5.9175;19;2371;324;944;332;36.78;-121.71;9827;6;53;Monterey;6;County;1964.61;2.511652542;0.343220339;2.843373494
286400;2.5263;52;2584;599;790;444;36.62;-121.92;9828;6;53;Monterey;6;County;1121.6772;3.270886076;0.758227848;1.779279279
290000;3.5865;52;541;157;240;145;36.62;-121.91;9829;6;53;Monterey;6;County;520.0425;2.254166667;0.654166667;1.655172414
243800;3.7454;52;1220;267;488;265;36.62;-121.91;9830;6;53;Monterey;6;County;992.531;2.5;0.547131148;1.841509434
279200;2.1776;42;817;194;391;193;36.63;-121.91;9831;NA;NA;NA;NA;NA;420.2768;2.089514066;0.496163683;2.025906736
313900;3.5147;28;3983;852;1582;778;36.63;-121.93;9832;6;53;Monterey;6;County;2734.4366;2.517699115;0.538558786;2.033419023
319800;3.1912;33;1740;342;638;329;36.63;-121.93;9833;6;53;Monterey;6;County;1049.9048;2.727272727;0.536050157;1.939209726
311100;3.4943;40;1076;193;406;180;36.63;-121.92;9834;6;53;Monterey;6;County;628.974;2.650246305;0.475369458;2.255555556
287500;4.3571;41;1049;198;428;183;36.63;-121.93;9835;6;53;Monterey;6;County;797.3493;2.450934579;0.462616822;2.338797814
339100;3.4167;36;877;175;349;168;36.63;-121.92;9836;6;53;Monterey;6;County;574.0056;2.512893983;0.501432665;2.077380952
217300;3.0383;20;1834;554;971;514;36.63;-121.89;9837;NA;NA;NA;NA;NA;1561.6862;1.888774459;0.570545829;1.889105058
217100;2.9309;29;3412;827;1574;759;36.61;-121.9;9838;6;53;Monterey;6;County;2224.5531;2.16772554;0.525412961;2.073781291
234600;3.2952;30;2755;597;1519;554;36.61;-121.91;9839;6;53;Monterey;6;County;1825.5408;1.813693219;0.393021725;2.741877256
226400;4.3;27;1619;352;831;344;36.61;-121.92;9840;6;53;Monterey;6;County;1479.2;1.948255114;0.423586041;2.415697674
243800;2.4922;21;1242;340;834;362;36.61;-121.92;9841;6;53;Monterey;6;County;902.1764;1.489208633;0.407673861;2.303867403
236500;2.4663;39;1629;423;804;386;36.6;-121.9;9842;6;53;Monterey;6;County;951.9918;2.026119403;0.526119403;2.082901554
225000;2.8727;33;2461;649;1234;601;36.6;-121.9;9843;6;53;Monterey;6;County;1726.4927;1.994327391;0.525931929;2.053244592
260300;3.0625;45;2249;412;944;429;36.6;-121.9;9844;6;53;Monterey;6;County;1313.8125;2.382415254;0.436440678;2.2004662
301000;4.6182;42;2689;510;1023;459;36.59;-121.9;9845;6;53;Monterey;6;County;2119.7538;2.6285435;0.498533724;2.22875817
289300;3.1977;31;1431;370;704;393;36.58;-121.9;9846;6;53;Monterey;6;County;1256.6961;2.032670455;0.525568182;1.791348601
291300;4.6964;31;2034;335;966;322;36.59;-121.91;9847;6;53;Monterey;6;County;1512.2408;2.105590062;0.34679089;3
329500;5.5519;35;2605;410;1110;406;36.6;-121.91;9848;6;53;Monterey;6;County;2254.0714;2.346846847;0.369369369;2.733990148
339100;6.2323;17;5039;833;1678;710;36.59;-121.91;9849;6;53;Monterey;6;County;4424.933;3.002979738;0.496424315;2.363380282
225000;2.7917;40;626;164;337;150;36.6;-121.89;9850;6;53;Monterey;6;County;418.755;1.857566766;0.486646884;2.246666667
500000;1.2656;19;656;200;248;173;36.6;-121.89;9851;6;53;Monterey;6;County;218.9488;2.64516129;0.806451613;1.433526012
178100;2.5164;30;1671;469;760;375;36.6;-121.88;9852;6;53;Monterey;6;County;943.65;2.198684211;0.617105263;2.026666667
179500;2.6894;30;1822;505;932;496;36.59;-121.88;9853;6;53;Monterey;6;County;1333.9424;1.954935622;0.541845494;1.879032258
150000;3.1364;18;2700;937;1042;744;36.59;-121.89;9854;6;53;Monterey;6;County;2333.4816;2.591170825;0.899232246;1.400537634
500001;6.918;32;784;112;262;114;36.59;-121.89;9855;6;53;Monterey;6;County;788.652;2.992366412;0.427480916;2.298245614
450000;4.0432;29;4910;871;3438;904;36.58;-121.88;9856;6;53;Monterey;6;County;3655.0528;1.428155905;0.253344968;3.803097345
347700;5.7578;20;6332;991;2668;955;36.58;-121.86;9857;6;53;Monterey;6;County;5498.699;2.373313343;0.37143928;2.793717277
500001;6.9615;13;3030;413;1027;363;36.57;-121.81;9858;6;53;Monterey;6;County;2527.0245;2.950340798;0.402142162;2.829201102
278800;4.2109;21;1616;400;688;384;36.61;-121.87;9859;NA;NA;NA;NA;NA;1616.9856;2.348837209;0.581395349;1.791666667
195300;3.038;31;1044;285;762;301;36.6;-121.86;9860;6;53;Monterey;6;County;914.438;1.37007874;0.374015748;2.531561462
156300;2.9085;21;3634;1011;1985;917;36.6;-121.86;9861;6;53;Monterey;6;County;2667.0945;1.830730479;0.509319899;2.164667394
191200;3.5568;33;1409;307;633;290;36.6;-121.86;9862;6;53;Monterey;6;County;1031.472;2.225908373;0.484992101;2.182758621
218000;2.5372;21;2381;701;1264;659;36.6;-121.85;9863;6;53;Monterey;6;County;1672.0148;1.883702532;0.554588608;1.918057663
186300;3.3156;42;891;203;525;212;36.59;-121.85;9864;6;53;Monterey;6;County;702.9072;1.697142857;0.386666667;2.476415094
221300;4.3269;34;3852;733;1661;696;36.59;-121.84;9865;6;53;Monterey;6;County;3011.5224;2.319084889;0.441300421;2.386494253
142100;3.0542;27;5665;1281;3612;1191;36.61;-121.83;9866;6;53;Monterey;6;County;3637.5522;1.568383167;0.354651163;3.032745592
185000;4.3472;30;2748;502;1491;535;36.6;-121.83;9867;6;53;Monterey;6;County;2325.752;1.84305835;0.336686787;2.786915888
